,0,original,paredao
731,"Se sentindo muito casalzinho nesse BBB
#bbb 
#ParedaoBBB22 
#ForaViny 
@tadeuschmidt 
@FOFOQUEl 
@choquei 
#MirouNoGilAcertouNoPauloVictor https://t.co/a9ELZs4DqD","Se sentindo muito casalzinho nesse BBB
#bbb 
#ParedaoBBB22 
#ForaViny 
@tadeuschmidt 
@FOFOQUEl 
@choquei 
#MirouNoGilAcertouNoPauloVictor https://t.co/a9ELZs4DqD",#foravyni
733,"@babi Na boa, e sem brincadeiras agora, ele so merece sair mesmo porque assisti-lo atras do Eli, essa paixao platonica (ou nao) e unilateral, faz com que ele seja apenas um capacho e nao jogador. E isso e muito lamentavel, porque no fundo a gente sabe que ele teria potencial. #foraviny","@babi Na boa, e sem brincadeiras agora, ele so merece sair mesmo porque assisti-lo atras do Eli, essa paixao platonica (ou nao) e unilateral, faz com que ele seja apenas um capacho e nao jogador. E isso e muito lamentavel, porque no fundo a gente sabe que ele teria potencial. #foraviny",#foravyni
736,"Pro dia ser bom, so se for #ForaViny #ForaVyni https://t.co/ltKX1vfciv","Pro dia ser bom, so se for #ForaViny #ForaVyni https://t.co/ltKX1vfciv",#foravyni
737,Esse perfil e 100% #ForaViny e 100% #FicaScooby ,Esse perfil e 100% #ForaViny e 100% #FicaScooby ,#foravyni
739,"@CentralReaIity Misericordia! Jesus ilumina a cabeca desse povo!!!!
Ele esta revoltado com o discurso e nao pela indicacao!!!!!! Socorro!!!!!
#ForaViny URGENTE 
#BBB22","@CentralReaIity Misericordia! Jesus ilumina a cabeca desse povo!!!!
Ele esta revoltado com o discurso e nao pela indicacao!!!!!! Socorro!!!!!
#ForaViny URGENTE 
#BBB22",#foravyni
740,"Quale dessa galera que tem o rabo cheio de dinheiro que nao pode ver quem nao tem querer ganhar? 
""Nao e sobre ganhar dinheiro, e sobre ter a experiencia de estar no programa. O dinheiro e consequencia"" Pipi popo. 
Nao fode. 
#ForaScooby seu bolsominion do caralho","Quale dessa galera que tem o rabo cheio de dinheiro que nao pode ver quem nao tem querer ganhar? 
""Nao e sobre ganhar dinheiro, e sobre ter a experiencia de estar no programa. O dinheiro e consequencia"" Pipi popo. 
Nao fode. 
#ForaScooby seu bolsominion do caralho",#forascooby
741,"Eu sou #ForaScooby pq a ignorancia, passividade, macheza, bolsominada e escrotice dele pesam muito mais que a chatice do Viny.","Eu sou #ForaScooby pq a ignorancia, passividade, macheza, bolsominada e escrotice dele pesam muito mais que a chatice do Viny.",#forascooby
743,"Torco muito para que ele saia, sou #foravyni com forca, nao acho o jogo dele bom, acho ele muito forcado, sem carisma, e normal que torcam pela saida dele por varios motivos dele no jogo. Mas nada justifica a homofobia, entao parem gente, isso e crime! #bbb22 https://t.co/rKniuyOUCe","Torco muito para que ele saia, sou #foravyni com forca, nao acho o jogo dele bom, acho ele muito forcado, sem carisma, e normal que torcam pela saida dele por varios motivos dele no jogo. Mas nada justifica a homofobia, entao parem gente, isso e crime! #bbb22 https://t.co/rKniuyOUCe",#foravyni
744,RT @toni3_: E vcs ainda querem deixar o Scooby? #ForaScooby #BBB22,RT @toni3_: E vcs ainda querem deixar o Scooby? #ForaScooby #BBB22,#forascooby
746,@oplantaobbb Foi o #forascooby q mandou essa,@oplantaobbb Foi o #forascooby q mandou essa,#forascooby
748,#ForaViny e so a minha opiniao importa,#ForaViny e so a minha opiniao importa,#foravyni
752,Todos concordamos entao ne?! #ForaVyni #bbb22,Todos concordamos entao ne?! #ForaVyni #bbb22,#foravyni
753,"@RealitysVip 1deg Parcial 9h13m #BBB22. Me sigam e de RT .

#ForaViny  - 85%
#ForaScooby  - 7,53%
#ForaGustavo  - 7,47%","@RealitysVip 1deg Parcial 9h13m #BBB22. Me sigam e de RT .

#ForaViny  - 85%
#ForaScooby  - 7,53%
#ForaGustavo  - 7,47%",#foravyni
754,apesar do viny me causar as piores sensacoes do mundo sou #forascooby n suporto mais a cara desse surfista fracassad0 https://t.co/xrqe40RUdZ,apesar do viny me causar as piores sensacoes do mundo sou #forascooby n suporto mais a cara desse surfista fracassad0 https://t.co/xrqe40RUdZ,#forascooby
756,@PedroScooby #ForaVyni vamos em frente aqui e fica scooby,@PedroScooby #ForaVyni vamos em frente aqui e fica scooby,#foravyni
758,voces estao votando? O paredao ta facil mas nunca se sabe #ForaVyni https://t.co/OTCHAa7NAy,voces estao votando? O paredao ta facil mas nunca se sabe #ForaVyni https://t.co/OTCHAa7NAy,#foravyni
759,Este perfil e #ForaViny por questoes psicologicas (minhas). https://t.co/MyYvNdkToG,Este perfil e #ForaViny por questoes psicologicas (minhas). https://t.co/MyYvNdkToG,#foravyni
763,E o movimento #ForaViny  comecou cedo hoje ! @bbb   Fica @PedroScooby   Fica @gustavo_beats,E o movimento #ForaViny  comecou cedo hoje ! @bbb   Fica @PedroScooby   Fica @gustavo_beats,#foravyni
766,"O #LOLLIPOP mirou no DG e acertou o #ForaViny . Nao tem jeito, nao sabem jogar e sempre se colocam no paredao.","O #LOLLIPOP mirou no DG e acertou o #ForaViny . Nao tem jeito, nao sabem jogar e sempre se colocam no paredao.",#foravyni
769,E vamos de incentivo pra dar mais 10 votinhos no Viny? #ForaViny https://t.co/2wvf1uZeBy,E vamos de incentivo pra dar mais 10 votinhos no Viny? #ForaViny https://t.co/2wvf1uZeBy,#foravyni
771,@oficialmussi Quem nao ta nem ai para o jogo do @bbb e o sem nocao do Scooby ne #ForaScooby,@oficialmussi Quem nao ta nem ai para o jogo do @bbb e o sem nocao do Scooby ne #ForaScooby,#forascooby
773,"@bbb_storm So vao aprender quando verem o G4 chegando na final!
E vamos de gshow #ForaViny","@bbb_storm So vao aprender quando verem o G4 chegando na final!
E vamos de gshow #ForaViny",#foravyni
776,"RT @stylesIob3: primeiramente, #ForaBolsonaro segundamente, #ForaVyni 
terceiramente e nao menos importante, bom dia grupo","RT @stylesIob3: primeiramente, #ForaBolsonaro segundamente, #ForaVyni 
terceiramente e nao menos importante, bom dia grupo",#foravyni
777,"RT @LidcyS: Poxa Barao da Jogadinha dupla, assim fica dificil te defender.

#RedeBBB 
#BBB22 
#ForaViny","RT @LidcyS: Poxa Barao da Jogadinha dupla, assim fica dificil te defender.

#RedeBBB 
#BBB22 
#ForaViny",#foravyni
779,"@larissajmar E um reality...entao reflete a sociedade, e pode parecer o isentao, mas ontem foi mais jogasor que  DG por exemplo, ele fez o certo para defender DE NOVO o amigo, mas nao quer usar ninguem pra fugir do paredao, o Viny e so um chato que ficara iludido se nao sair. #ForaViny","@larissajmar E um reality...entao reflete a sociedade, e pode parecer o isentao, mas ontem foi mais jogasor que  DG por exemplo, ele fez o certo para defender DE NOVO o amigo, mas nao quer usar ninguem pra fugir do paredao, o Viny e so um chato que ficara iludido se nao sair. #ForaViny",#foravyni
780,@chicobarney Palhacada sem graca e boba. #ForaViny,@chicobarney Palhacada sem graca e boba. #ForaViny,#foravyni
782,Vamos meus  vamos votar no Viny pra ele encontrar logo nossa rainha #BBB22 #ForaViny,Vamos meus  vamos votar no Viny pra ele encontrar logo nossa rainha #BBB22 #ForaViny,#foravyni
783,@OlyveiraRailson Chega a ser vergonhoso para a classe. Ele nao representa ! #ForaVyni,@OlyveiraRailson Chega a ser vergonhoso para a classe. Ele nao representa ! #ForaVyni,#foravyni
784,RT @choquei: Quem e #ForaScooby da RT aqui,RT @choquei: Quem e #ForaScooby da RT aqui,#forascooby
785,"@Dantinhas Ano que vem, sem camarote Big boss. Eu voto pro Scooby sair o discurso foi lamentavel. Essa indiferenca no BBB... Seria legal ver o grupo Disney abalado. Vyni e planta master mas Scooby ta nem ai pro game essa real #ForaScooby #BBB22","@Dantinhas Ano que vem, sem camarote Big boss. Eu voto pro Scooby sair o discurso foi lamentavel. Essa indiferenca no BBB... Seria legal ver o grupo Disney abalado. Vyni e planta master mas Scooby ta nem ai pro game essa real #ForaScooby #BBB22",#forascooby
786,"@Inzempra @p1a55e @HugoGloss Antes do Tiago apertar ficava fazendo cena, nao se compromete com nada 
E o povo quer deixar na casa 
Mas a @Naiarazevedo tiraram pelo mesmo motivo 
#BBB22 #ForaScooby https://t.co/TsPfHJLkOL","@Inzempra @p1a55e @HugoGloss Antes do Tiago apertar ficava fazendo cena, nao se compromete com nada 
E o povo quer deixar na casa 
Mas a @Naiarazevedo tiraram pelo mesmo motivo 
#BBB22 #ForaScooby https://t.co/TsPfHJLkOL",#forascooby
787,"RT @LisMolina70: Enquanto tiver lollypop no paredao, bora tirar!!! #ForaViny #bbb22 https://t.co/e3QzOGttCQ","RT @LisMolina70: Enquanto tiver lollypop no paredao, bora tirar!!! #ForaViny #bbb22 https://t.co/e3QzOGttCQ",#foravyni
788,"Chamada da manha, estao votando muito? 
#FicaGustavo #ForaViny","Chamada da manha, estao votando muito? 
#FicaGustavo #ForaViny",#foravyni
789,@chicobarney Pelo amor de Deus ne esse vinny planta que so anda atras do Eli affff fala serio #ForaViny,@chicobarney Pelo amor de Deus ne esse vinny planta que so anda atras do Eli affff fala serio #ForaViny,#foravyni
790,"@brunnagoncalves Eliminem as plantas. #ForaViny . Ele ira fazer bastante sucesso aqui fora, tenho certeza.","@brunnagoncalves Eliminem as plantas. #ForaViny . Ele ira fazer bastante sucesso aqui fora, tenho certeza.",#foravyni
792,vem forcar aqui fora #ForaVyni,vem forcar aqui fora #ForaVyni,#foravyni
793,RT @PedroScooby: @Aguiarthur Valeu pelo apoio galera! #ForaVyni,RT @PedroScooby: @Aguiarthur Valeu pelo apoio galera! #ForaVyni,#foravyni
795,"@vickymocelin @Lorelay_Fox Voces sao extremamente minimalistas kkkk, concordo que ele mereceria sair, mas pelo fodase dele na votacao. Agora achar que a Jade saiu por ""muito menos"" mostra que vc ta presa em uma bolha muito fechada. mas aqui vamos de #ForaViny, porque vergonha alheia quase todo o aoVivo...","@vickymocelin @Lorelay_Fox Voces sao extremamente minimalistas kkkk, concordo que ele mereceria sair, mas pelo fodase dele na votacao. Agora achar que a Jade saiu por ""muito menos"" mostra que vc ta presa em uma bolha muito fechada. mas aqui vamos de #ForaViny, porque vergonha alheia quase todo o aoVivo...",#foravyni
798,"RT @GildoHerison: Quero muito ver esse menino bem, ele precisa e merece muito!
#TeamVyni #ForaGustavo","RT @GildoHerison: Quero muito ver esse menino bem, ele precisa e merece muito!
#TeamVyni #ForaGustavo",#foragustavo
802,"RT @PedroScooby: Time, a gente precisa do empenho maximo de voces no GSHOW, tem muita gente na timeline narrando PPV. Esquecam enquetes e d...","RT @PedroScooby: Time, a gente precisa do empenho maximo de voces no GSHOW, tem muita gente na timeline narrando PPV. Esquecam enquetes e d...",
803,"@gustavo_beats 1deg Parcial 9h13m #BBB22. Me sigam e de RT .

#ForaViny  - 85%
#ForaScooby  - 7,53%
#ForaGustavo  - 7,47%","@gustavo_beats 1deg Parcial 9h13m #BBB22. Me sigam e de RT .

#ForaViny  - 85%
#ForaScooby  - 7,53%
#ForaGustavo  - 7,47%",#foravyni
807,RT @livialucass: Todo mundo concordava que o Scooby nao se importava com o jogo. Agora estao se fazendo de idiota. O Lucas nao estava errad...,RT @livialucass: Todo mundo concordava que o Scooby nao se importava com o jogo. Agora estao se fazendo de idiota. O Lucas nao estava errad...,
808,Esse perfil e #ForaScooby da tv brasileira,Esse perfil e #ForaScooby da tv brasileira,#forascooby
810,Ja pode subir a #ForaViny ?,Ja pode subir a #ForaViny ?,#foravyni
814,@choquei #ForaScooby nao aguento mas esse entijogo,@choquei #ForaScooby nao aguento mas esse entijogo,#forascooby
816,"Mas gente, nao foi o Scooby q disse q era melhor ser indicado pelo Lucas pra nao ter q fazer bate e volta? Entao toma ue! Chatao bate e volta, ne issom #ForaScooby #BBB22 #RedeBBB","Mas gente, nao foi o Scooby q disse q era melhor ser indicado pelo Lucas pra nao ter q fazer bate e volta? Entao toma ue! Chatao bate e volta, ne issom #ForaScooby #BBB22 #RedeBBB",#forascooby
817,Queria saber qdo que o povo vai entender que pra ganhar o  #BBB22 nao e por ser o mais necessitado e sim  o melhor jogador? #foraVyni,Queria saber qdo que o povo vai entender que pra ganhar o  #BBB22 nao e por ser o mais necessitado e sim  o melhor jogador? #foraVyni,#foravyni
820,"Pau no c* de quem quer eliminar meu menino Scooby, vao lavar roupa  #FicaScooby #ForaVyni","Pau no c* de quem quer eliminar meu menino Scooby, vao lavar roupa  #FicaScooby #ForaVyni",#foravyni
824,"RT @PedroScooby: Bom dia, time!! Voces estao se hidratando direitinho? Ja lavaram o rosto?? Agora peguem aquela xicara de cafe quentinho e...","RT @PedroScooby: Bom dia, time!! Voces estao se hidratando direitinho? Ja lavaram o rosto?? Agora peguem aquela xicara de cafe quentinho e...",
825,@LoiraInsana Mas vc so vai ter essa chance de votar #forascooby. Os outros vao ficar indo no paredao direto,@LoiraInsana Mas vc so vai ter essa chance de votar #forascooby. Os outros vao ficar indo no paredao direto,#forascooby
828,"@PedroScooby 1deg Parcial 9h13m #BBB22. Me sigam e de RT .

#ForaViny  - 85%
#ForaScooby  - 7,53%
#ForaGustavo  - 7,47%","@PedroScooby 1deg Parcial 9h13m #BBB22. Me sigam e de RT .

#ForaViny  - 85%
#ForaScooby  - 7,53%
#ForaGustavo  - 7,47%",#foravyni
829,@vyniof #ForaVyni  pela saude mental e emocional dele,@vyniof #ForaVyni  pela saude mental e emocional dele,#foravyni
833,@vyniof Homofobia nao tem espaco! E isso ai! Mas sigo com #foravyni que e chato pra caralho!,@vyniof Homofobia nao tem espaco! E isso ai! Mas sigo com #foravyni que e chato pra caralho!,#foravyni
836,"RT @FCDouglasSilva: RESPEITA O DADINHOOOOOOOOOOOOOOOO  DG FORA DO PAREDAO E VYNI CONTRA GUSTAVO E SCOOBY, EU TO GRITANDOOOOO ...","RT @FCDouglasSilva: RESPEITA O DADINHOOOOOOOOOOOOOOOO  DG FORA DO PAREDAO E VYNI CONTRA GUSTAVO E SCOOBY, EU TO GRITANDOOOOO ...",
837,@olivalmata @babi ...pra parede e se tornar mais uma estatisca de rejeicao  #fato  #FicaScooby  #ForaVyni  vem fazer  dellivery de camisinha aqui fora!,@olivalmata @babi ...pra parede e se tornar mais uma estatisca de rejeicao  #fato  #FicaScooby  #ForaVyni  vem fazer  dellivery de camisinha aqui fora!,#foravyni
840,"O Scooby da um boi pra nao entrar numa briga e uma boiada pra nao sair dela KKKKKKKKK

Zen porem com limites 

#Scooby #bbb22 #ForaViny","O Scooby da um boi pra nao entrar numa briga e uma boiada pra nao sair dela KKKKKKKKK

Zen porem com limites 

#Scooby #bbb22 #ForaViny",#foravyni
843,"o Vyni tinha a faca e queijo pra ganhar esse BBB, mas ele pegou o queijo deu pro Eli e a faca usou pra se matar
#ForaVyni","o Vyni tinha a faca e queijo pra ganhar esse BBB, mas ele pegou o queijo deu pro Eli e a faca usou pra se matar
#ForaVyni",#foravyni
845,"@vyniof 1deg Parcial 9h13m #BBB22. Me sigam e de RT .

#ForaViny  - 85%
#ForaScooby  - 7,53%
#ForaGustavo  - 7,47%","@vyniof 1deg Parcial 9h13m #BBB22. Me sigam e de RT .

#ForaViny  - 85%
#ForaScooby  - 7,53%
#ForaGustavo  - 7,47%",#foravyni
848,"primeiramente, #ForaBolsonaro segundamente, #ForaVyni 
terceiramente e nao menos importante, bom dia grupo","primeiramente, #ForaBolsonaro segundamente, #ForaVyni 
terceiramente e nao menos importante, bom dia grupo",#foravyni
849,"RT @dealady: @Jujucactos Vini tem que sair sim, na hora de uma prova importante que valia a permanencia na casa e um carro ele estava mais...","RT @dealady: @Jujucactos Vini tem que sair sim, na hora de uma prova importante que valia a permanencia na casa e um carro ele estava mais...",
851,Era melhor tirar o Scooby ne? Ai o PA surtava a casa toda surtava mais . #ForaScooby,Era melhor tirar o Scooby ne? Ai o PA surtava a casa toda surtava mais . #ForaScooby,#forascooby
852,"Finalmente chegou a hora, o pior participante do BBB22 saindo do programa #ForaViny , vem forcar VT aqui fora","Finalmente chegou a hora, o pior participante do BBB22 saindo do programa #ForaViny , vem forcar VT aqui fora",#foravyni
858,@ocaiolessa BBB da caridade? #ForaVyni,@ocaiolessa BBB da caridade? #ForaVyni,#foravyni
861,"Fazendo a minha parte. 
Tchau Vyni, vem tropecar aqui fora.
Forcado ao extremo. 
#ForaVyni #bbb22 #bbb https://t.co/JYwapYc2e1","Fazendo a minha parte. 
Tchau Vyni, vem tropecar aqui fora.
Forcado ao extremo. 
#ForaVyni #bbb22 #bbb https://t.co/JYwapYc2e1",#foravyni
863,"Vinicius defendendo a permanencia na casa com a justificativa de ser empregado de todo mundo la dentro.
#ForaViny","Vinicius defendendo a permanencia na casa com a justificativa de ser empregado de todo mundo la dentro.
#ForaViny",#foravyni
864,"RT @ADiferenciadaON: So para lembrarem a vcs, que NOVAMENTE a Lais sabia q o Eli puxaria o Gustavo. E ontem ela nao contou para ele. E ele...","RT @ADiferenciadaON: So para lembrarem a vcs, que NOVAMENTE a Lais sabia q o Eli puxaria o Gustavo. E ontem ela nao contou para ele. E ele...",
865,a deja alugou um triplex tao grande na cabeca do meu filho kkkkk #ForaViny,a deja alugou um triplex tao grande na cabeca do meu filho kkkkk #ForaViny,#foravyni
866,"@hnninha Vamos pro gshow votar muito no Scooby sim
#ForaScooby que se a galera se organizar direito da pra eliminar ele, temos que nos esforcar e ficar no gshow, alem de mostrarmos por aqui as incoerencias e arrogancia dele","@hnninha Vamos pro gshow votar muito no Scooby sim
#ForaScooby que se a galera se organizar direito da pra eliminar ele, temos que nos esforcar e ficar no gshow, alem de mostrarmos por aqui as incoerencias e arrogancia dele",#forascooby
867,Paciencia tem limite #ForaScooby https://t.co/aL9zYdtPbE,Paciencia tem limite #ForaScooby https://t.co/aL9zYdtPbE,#forascooby
870,"RT @vyniof:  MUTIRAO BOM DIA BRASIL, BOM DIA CARIRI!

 A cada 10 votos comentem um emoji nesse tweet

 Meta: 300 comentarios

 Encerra...","RT @vyniof:  MUTIRAO BOM DIA BRASIL, BOM DIA CARIRI!

 A cada 10 votos comentem um emoji nesse tweet

 Meta: 300 comentarios

 Encerra...",
871,"O Scooby esta no paredao e o povo nao quer tirar ele? Ainda bem que larguei essa edicao horrivel a tempo para nao passar muita raiva. 

#ForaScooby","O Scooby esta no paredao e o povo nao quer tirar ele? Ainda bem que larguei essa edicao horrivel a tempo para nao passar muita raiva. 

#ForaScooby",#forascooby
872,"RT @joacyotabol: O Vyni vai ter a maior rejeicao da temporada pelo simples fato do povo criar uma expectativa enorme,baseada na trajetoria...","RT @joacyotabol: O Vyni vai ter a maior rejeicao da temporada pelo simples fato do povo criar uma expectativa enorme,baseada na trajetoria...",
873,"@vyniof Isso e inaceitavel, mas #ForaViny","@vyniof Isso e inaceitavel, mas #ForaViny",#foravyni
874,"Elieser &amp; Vyni, esse casal merece um final perfeito #ForaScooby","Elieser &amp; Vyni, esse casal merece um final perfeito #ForaScooby",#forascooby
875,"@Lorelay_Fox #FicaScooby  #FicaGustavo 
#ForaViny vem pegar camisinha, tropecar aqui fora.","@Lorelay_Fox #FicaScooby  #FicaGustavo 
#ForaViny vem pegar camisinha, tropecar aqui fora.",#foravyni
